,Tx,Tx_err,rad,rad_width
0,2.764,0.13,34.765,34.765
1,3.066,0.18,86.911,17.382
2,2.857,0.156,121.676,17.382
3,2.618,0.157,156.44,17.382
4,3.056,0.221,191.205,17.382
5,3.116,0.249,225.969,17.382
6,3.03,0.269,260.734,17.382
7,2.533,0.233,312.881,34.765
8,2.732,0.399,382.41,34.765
9,4.698,1.75,538.85,121.676
10,1.183,0.583,733.532,73.006
