,Tx,Tx_err,rad,rad_width
0,3.948,0.214,50.208,50.208
1,3.819,0.264,133.887,33.472
2,3.343,0.287,200.831,33.472
3,3.264,0.381,271.122,36.819
4,3.949,0.635,358.149,50.208
5,3.99,0.669,475.3,66.944
6,5.605,1.895,733.034,190.79
