,Tx,Tx_err,rad,rad_width
0,2.839,0.072,21.985,21.985
1,3.339,0.098,65.954,21.985
2,3.53,0.132,109.923,21.985
3,3.715,0.129,180.274,48.366
4,3.585,0.16,294.594,65.954
5,3.001,0.163,430.898,70.351
6,2.889,0.292,663.935,162.686
