,Tx,Tx_err,rad,rad_width
0,5.327,0.291,23.203,23.203
1,5.309,0.247,69.608,23.203
2,5.197,0.14,116.013,23.203
3,5.196,0.145,162.419,23.203
4,4.866,0.147,208.824,23.203
5,5.344,0.18,259.87,27.843
6,4.862,0.195,310.916,23.203
7,4.39,0.204,357.321,23.203
8,4.282,0.218,403.727,23.203
9,4.338,0.268,450.132,23.203
10,4.332,0.3,501.178,27.843
11,5.534,0.567,552.224,23.203
12,3.686,0.462,598.629,23.203
13,3.17,0.27,668.237,46.405
14,2.78,0.292,765.688,51.046
15,2.094,0.349,914.185,97.451
