,Tx,Tx_err,rad,rad_width
0,4.09,0.126,23.011,23.011
1,4.29,0.144,69.034,23.011
2,4.362,0.165,126.562,34.517
3,4.905,0.26,207.102,46.023
4,3.846,0.237,299.147,46.023
5,2.886,0.27,402.698,57.528
6,3.515,0.513,552.271,92.045
7,3.566,0.778,793.89,149.573
