,Tx,Tx_err,rad,rad_width
0,3.032,0.058,35.462,35.462
1,3.055,0.092,88.655,17.731
2,3.404,0.1,141.848,35.462
3,3.365,0.15,212.772,35.462
4,3.856,0.216,301.427,53.193
5,2.801,0.347,592.215,237.595
