,Tx,Tx_err,rad,rad_width
0,2.58,0.11,57.113,57.113
1,3.488,0.265,152.302,38.076
2,4.645,0.41,228.454,38.076
3,4.356,0.5,304.605,38.076
4,4.77,0.65,399.794,57.113
5,5.225,0.738,514.021,57.113
6,2.973,0.382,628.248,57.113
7,4.1,0.686,742.475,57.113
8,6.87,1.297,837.664,38.076
9,4.285,0.647,913.815,38.076
