,Tx,Tx_err,rad,rad_width
0,3.646,0.095,43.067,43.067
1,3.563,0.129,107.667,21.533
2,3.483,0.153,150.734,21.533
3,3.507,0.144,215.334,43.067
4,3.621,0.224,301.468,43.067
5,4.716,0.421,430.668,86.134
6,9.225,2.023,714.91,198.108
