,Tx,Tx_err,rad,rad_width
0,4.107,0.116,34.765,34.765
1,4.133,0.127,86.912,17.382
2,4.313,0.143,121.677,17.382
3,4.01,0.126,156.441,17.382
4,4.412,0.149,191.206,17.382
5,3.909,0.157,225.971,17.382
6,4.123,0.186,260.736,17.382
7,3.942,0.165,298.977,20.859
8,3.903,0.21,337.218,17.382
9,3.782,0.236,371.983,17.382
10,4.228,0.224,424.13,34.765
11,4.551,0.319,493.66,34.765
12,4.166,0.343,563.189,34.765
13,3.904,0.45,653.578,55.624
14,6.24,1.633,761.348,52.147
15,5.096,2.501,886.501,73.006
