,Tx,Tx_err,rad,rad_width
0,2.907,0.109,52.147,52.147
1,2.73,0.111,139.058,34.765
2,3.092,0.166,208.587,34.765
3,2.905,0.202,278.116,34.765
4,2.411,0.242,382.41,69.529
5,9.574,6.368,629.238,177.299
