,Tx,Tx_err,rad,rad_width
0,5.205,0.21,107.501,107.501
1,4.705,0.358,270.904,55.901
2,3.989,0.315,380.555,53.751
3,4.352,0.488,511.707,77.401
4,4.22,0.36,655.759,66.651
5,3.648,0.555,842.812,120.402
