,Tx,Tx_err,rad,rad_width
0,3.404,0.078,55.107,55.107
1,4.223,0.178,128.583,18.369
2,4.323,0.177,165.321,18.369
3,4.522,0.21,202.059,18.369
4,4.355,0.18,238.797,18.369
5,4.464,0.178,275.535,18.369
6,4.136,0.156,312.273,18.369
7,4.601,0.173,349.011,18.369
8,4.682,0.175,385.749,18.369
9,4.99,0.201,422.487,18.369
10,4.136,0.12,459.225,18.369
11,3.978,0.131,495.963,18.369
12,4.796,0.187,551.071,36.738
13,4.64,0.258,624.547,36.738
14,4.332,0.307,716.392,55.107
15,2.745,0.351,867.018,95.519
