,Tx,Tx_err,rad,rad_width
0,3.38,0.113,23.44,23.44
1,3.114,0.057,70.321,23.44
2,3.909,0.116,117.202,23.44
3,3.94,0.111,187.524,46.881
4,3.69,0.149,281.286,46.881
5,3.786,0.192,403.176,75.009
6,3.261,0.326,670.397,192.212
