,Tx,Tx_err,rad,rad_width
0,3.156,0.076,57.113,57.113
1,4.198,0.211,152.301,38.075
2,4.956,0.308,228.451,38.075
3,4.854,0.388,323.64,57.113
4,4.312,0.484,666.317,285.564
