,Tx,Tx_err,rad,rad_width
0,3.99,0.179,77.419,77.419
1,4.13,0.221,185.806,30.968
2,4.045,0.224,247.741,30.968
3,3.572,0.2,309.676,30.968
4,3.91,0.263,371.611,30.968
5,3.62,0.263,433.547,30.968
6,3.407,0.257,510.966,46.451
7,2.715,0.223,619.352,61.935
8,1.981,0.184,761.803,80.516
