,Tx,Tx_err,rad,rad_width
0,2.95,0.1,17.731,17.731
1,3.071,0.072,53.193,17.731
2,3.055,0.092,88.655,17.731
3,3.432,0.127,124.117,17.731
4,3.375,0.165,159.579,17.731
5,3.305,0.193,195.041,17.731
6,3.693,0.201,248.234,35.462
7,3.741,0.275,319.158,35.462
8,3.336,0.313,411.359,56.739
9,2.316,0.494,648.954,180.856
