,Tx,Tx_err,rad,rad_width
0,4.86,0.174,34.802,34.802
1,5.049,0.195,87.004,17.401
2,5.361,0.221,121.805,17.401
3,4.767,0.207,156.607,17.401
4,5.162,0.259,191.408,17.401
5,4.901,0.221,243.611,34.802
6,5.375,0.321,316.694,38.282
7,4.724,0.378,389.777,34.802
8,7.182,0.834,476.781,52.202
9,8.483,1.632,581.185,52.202
10,4.147,1.003,706.471,73.083
11,2.683,1.889,849.157,69.603
12,0.693,0.163,991.843,73.083
