,Tx,Tx_err,rad,rad_width
0,5.77,0.157,34.507,34.507
1,5.752,0.167,86.268,17.254
2,5.737,0.18,120.775,17.254
3,5.835,0.191,155.282,17.254
4,6.049,0.221,189.789,17.254
5,6.008,0.239,224.296,17.254
6,5.712,0.23,262.254,20.704
7,5.988,0.308,300.212,17.254
8,5.362,0.273,334.719,17.254
9,5.16,0.224,386.479,34.507
10,5.25,0.274,455.494,34.507
11,5.336,0.336,527.958,37.958
12,4.913,0.4,617.677,51.761
13,4.211,0.424,721.198,51.761
14,2.84,0.341,845.424,72.465
15,1.785,0.422,1024.861,106.972
