,Tx,Tx_err,rad,rad_width
0,3.646,0.095,43.067,43.067
1,3.563,0.129,107.667,21.533
2,3.482,0.12,172.267,43.067
3,3.499,0.172,258.401,43.067
4,4.461,0.313,387.602,86.134
5,7.356,1.547,693.376,219.641
