,Tx,Tx_err,rad,rad_width
0,4.296,0.248,37.101,37.101
1,4.158,0.292,92.752,18.55
2,4.29,0.305,129.853,18.55
3,4.237,0.233,185.504,37.101
4,4.449,0.278,263.415,40.811
5,4.274,0.32,359.877,55.651
6,4.644,0.421,474.889,59.361
7,5.601,1.019,627.002,92.752
8,3.046,0.686,857.027,137.273
