,Tx,Tx_err,rad,rad_width
0,3.944,0.127,31.532,31.532
1,3.978,0.128,78.83,15.766
2,4.141,0.131,110.361,15.766
3,3.461,0.1,141.893,15.766
4,3.172,0.101,173.425,15.766
5,4.131,0.172,208.11,18.919
6,4.046,0.157,258.561,31.532
7,4.356,0.216,321.624,31.532
8,3.821,0.236,384.688,31.532
9,3.544,0.27,450.905,34.685
10,3.408,0.315,548.653,63.064
11,3.656,0.633,677.934,66.217
12,1.643,0.263,826.133,81.983
