name,gm500,gm500-,gm500+
LoVoCCS-0,,,
LoVoCCS-2,13.710561149353584,0.0143214471588468,0.0534323815404437
LoVoCCS-3,10.870616658822502,0.0448244131293218,0.0021236413618953
LoVoCCS-6,6.647497263098829,0.0084728382590101,0.0082749761297437
LoVoCCS-7,10.160235872484543,0.0062189541115515,0.0058736729510249
LoVoCCS-8,5.61937593167655,0.0027434722813164,0.0030543007979945
LoVoCCS-9,9.3725253912235,0.0016941185401578,0.0017325388383578
LoVoCCS-10,4.584043449667286,0.0067324965930218,0.0065846316942242
LoVoCCS-12,7.562682723567643,0.0020041481763406,0.0020686317819281
LoVoCCS-13,2.890224600237219,0.0007988721171289,0.0007925030678542
LoVoCCS-14,8.174058970820315,0.0156221232457624,0.0165830108436578
LoVoCCS-15,1.1926172390138916,0.0004611739995164,0.0004552511729751
LoVoCCS-16,1.515786795280216,0.0009200900304371,0.0009177560134236
LoVoCCS-17,1.3265609073984803,0.0023322384081982,0.0023417658158113
LoVoCCS-18,4.694085146258989,0.004253199163932,0.0041340810117484
LoVoCCS-20,3.0846529695050138,0.0077890958662164,0.0140080608531617
LoVoCCS-21,6.216380575624798,0.0021297125768117,0.0021002228688023
LoVoCCS-22,3.908127954682463,0.0162048357464125,0.0165399365869132
LoVoCCS-23,7.539606804494568,0.0228080033696046,0.0228232013215531
LoVoCCS-24,5.248237655433599,0.0043284518959976,0.0046279674151601
LoVoCCS-26,3.582478493964408,0.0068547386323445,0.0067725549875445
LoVoCCS-27,7.170707435639343,0.0011263790120796,0.0011526573966921
LoVoCCS-28,9.597478604065737,0.0325874020240531,0.0105140459291031
LoVoCCS-29,3.840716161063253,0.0235773274843851,0.022535380195046
LoVoCCS-31,4.568974406926211,0.0053106796371687,0.0053234853554249
LoVoCCS-32,4.576180120267924,0.0113236641125898,0.0112756391735749
LoVoCCS-33,,,
LoVoCCS-34,3.643749375597831,0.0112204501187187,0.01051963286115
LoVoCCS-35,4.596474021446634,0.0083509720363976,0.0083795241526781
LoVoCCS-36,2.315040148709659,0.0084400633812058,0.0081498303321351
LoVoCCS-37,1.9558289783135383,0.0035453514696359,0.0034650745024914
LoVoCCS-39,0.8804503940319038,0.0055078596300999,0.0058850467724451
LoVoCCS-40,0.5798297216289646,0.0007401268065387,0.0007020239851931
LoVoCCS-41,1.54418662149679,0.0035961776386531,0.0034786751444531
LoVoCCS-42,1.220437313476152,0.0031624618574158,0.0031547093414279
LoVoCCS-43,3.580751326463476,0.0085879098852601,0.0122290347973835
LoVoCCS-44,2.3124726651601097,0.0070501898771582,0.2520898799053718
LoVoCCS-45,1.978349078494217,0.0023645442911671,0.0025094161379425
LoVoCCS-46,2.919895844449224,0.0050358606856437,0.0050010051952382
LoVoCCS-48,7.731902042900799,0.072023254750139,0.0053022948616578
LoVoCCS-49,2.046620832812009,0.0255682901939132,0.1316731619045859
LoVoCCS-50,,,
LoVoCCS-51,2.753193502677187,0.0062152437831601,0.0062428252356476
LoVoCCS-53,2.1909976885991584,0.0058050040661832,0.0057936950963218
LoVoCCS-56,0.5473489783477158,0.0001594548337763,0.0001591485850803
LoVoCCS-57,0.4228497573556958,0.0025338948253825,0.0025890352924917
LoVoCCS-58,0.8666757805006384,0.0066906808694809,0.0065844847366379
LoVoCCS-59,2.999784701326808,0.0054744136617007,0.0054882104420406
LoVoCCS-60,,,
LoVoCCS-61,3.368011321457513,0.0045362023509167,0.0046512976191656
LoVoCCS-63,3.820873504615115,0.0172410909186648,0.0424733584117101
LoVoCCS-64,2.4720747480491347,0.0083347059346984,0.0081649436567816
LoVoCCS-65,,,
LoVoCCS-66,4.926903253781546,0.0287503806581789,0.0298193707014539
LoVoCCS-68,3.431295311032976,0.0087589776425425,0.0086378489546421
LoVoCCS-69,1.6332351244032055,0.0097947733157595,0.0097411478308697
LoVoCCS-70,,,
LoVoCCS-71,2.146083164863453,0.0159121373248191,0.019595170783157
LoVoCCS-72,2.0575451102782325,0.0152581369283218,0.0154710108469566
LoVoCCS-74,1.3977541405550435,0.0131714447255433,0.0133245891591904
LoVoCCS-75,2.412131214009224,0.0170898917445066,0.1784554235791679
LoVoCCS-76,1.286104684045588,0.0042323543244015,0.0042438777967755
LoVoCCS-77,1.303806107744996,0.0130454162995722,0.0135234904756707
LoVoCCS-78,2.1970661841437127,0.0031472985237734,0.0030527562915191
LoVoCCS-79,1.1218863749767656,0.0003931556594246,0.0004023590928923
LoVoCCS-80,1.489201203498885,0.0044756802058015,0.0043079843564468
LoVoCCS-81,,,
LoVoCCS-82,1.2226113531871956,0.0003616123801236,0.0003465164270105
LoVoCCS-84,1.3954400009274504,0.0059325069393683,0.0059947412639218
LoVoCCS-85,1.106266504559236,0.0185801922992183,0.0207771273588296
LoVoCCS-86,5.578479367301701,0.0109491339045585,0.0115729539934976
LoVoCCS-87,3.1485446910294246,0.0079754485530332,0.0078531055091238
LoVoCCS-89,4.325104537775512,0.034190999413196,0.0364363029117312
LoVoCCS-90,,,
LoVoCCS-94,,,
LoVoCCS-96,0.7875530304176122,0.0025778592746568,0.0026065080851198
LoVoCCS-97,,,
LoVoCCS-98,1.7736605241153898,0.0065857701511917,0.012802759279482
LoVoCCS-99,2.458373442579276,0.0117548525408386,0.0113088614683085
LoVoCCS-102,1.3634514609036588,0.0068936767161115,0.0069869713432867
LoVoCCS-103,,,
LoVoCCS-105,2.614606091092176,0.004787318332807,0.0046497609620437
LoVoCCS-106,0.4797243542167373,0.0100594754212885,0.0098716839597415
LoVoCCS-109,1.0531173878045863,0.0033414900852224,0.0034219373172082
LoVoCCS-117,1.8039628643384784,0.0020335180617601,0.0020784698507058
LoVoCCS-118,0.1806192670243502,0.0017868308142696,0.0018032865655685
LoVoCCS-119,0.8249369168999345,0.0010188213448828,0.0010631689234923
LoVoCCS-120,0.4715972466505056,0.0010042740399107,0.0009874593032344
LoVoCCS-121,2.25735946974736,0.0071285959691347,0.0154166911000878
LoVoCCS-123,2.2149675719380264,0.0073461076421082,0.3720965073799366
LoVoCCS-124,1.1427161063145015,0.0042936584622558,0.0043201160379904
LoVoCCS-126,1.6146366647095898,0.0036207879135445,0.0035119239229158
LoVoCCS-127,1.0524316742162076,0.0065681104951275,0.0065927578316484
LoVoCCS-128,,,
LoVoCCS-130,1.6939094823979646,0.0068198502900015,0.0069149494427986
LoVoCCS-131,1.6669858779902749,0.0131395486655832,0.0133621760132734
LoVoCCS-132,2.3416214237322444,0.0134972682389195,0.0142374119727125
LoVoCCS-133,2.869882076281806,0.0025365796210226,0.0026642196078453
LoVoCCS-134,1.321461649255703,0.0091119701149828,0.0088277325681244
LoVoCCS-135,0.6784171129473696,0.0055283149953556,0.0057414209560139
LoVoCCS-137,,,
LoVoCCS-138,1.2760555692979396,0.0036613347032578,0.0035173631635806
LoVoCCS-139,0.1740909675621641,0.0034413288531343,0.003508976239221
LoVoCCS-141,1.1477016831310514,0.0014799591163923,0.0014765194857224
LoVoCCS-142,,,
LoVoCCS-143,0.5790745814994035,0.0003051649334454,0.0003014529948122
LoVoCCS-146,,,
